,Пол,Приоритет,Балл по математике,Балл по русскому языку,Балл по выбранному предмету,Балл за индивидуальные достижения,Наличие серебрянной медали,Наличие золотой медали,Средний балл по экзаменам,Сумма баллов,Процент от маскимального балла,Успеваемость
133,0,1,75,74,71,9,0,0,73.33333333333333,229,65.99423631123919,2
134,0,1,74,69,74,2,0,0,72.33333333333333,219,63.112391930835734,3
135,0,1,74,65,72,2,0,0,70.33333333333333,213,61.38328530259366,3
136,0,1,74,76,60,19,0,0,70.0,229,65.99423631123919,3
137,0,1,78,69,74,0,0,0,73.66666666666667,221,63.68876080691642,3
138,0,1,75,70,74,9,0,0,73.0,228,65.70605187319885,2
139,0,1,72,77,60,9,0,0,69.66666666666667,218,62.824207492795395,3
140,0,1,79,67,75,0,0,0,73.66666666666667,221,63.68876080691642,3
141,0,1,79,67,75,0,0,0,73.66666666666667,221,63.68876080691642,3
142,0,1,79,67,75,0,0,0,73.66666666666667,221,63.68876080691642,3
143,0,1,76,77,59,9,0,0,70.66666666666667,221,63.68876080691642,3
144,0,1,78,69,74,9,0,0,73.66666666666667,230,66.28242074927954,2
145,0,1,78,69,74,9,0,0,73.66666666666667,230,66.28242074927954,2
146,0,1,78,69,74,9,0,0,73.66666666666667,230,66.28242074927954,2
147,0,1,73,76,62,4,0,0,70.33333333333333,215,61.95965417867435,3
148,0,1,79,69,70,9,0,0,72.66666666666667,227,65.4178674351585,2
149,0,1,79,69,68,0,0,0,72.0,216,62.2478386167147,3
150,0,1,73,69,60,0,0,0,67.33333333333333,202,58.21325648414985,3
151,0,1,78,68,73,7,0,0,73.0,226,65.12968299711815,2
152,0,1,78,68,74,7,0,0,73.33333333333333,227,65.4178674351585,2
153,0,1,75,77,62,5,0,0,71.33333333333333,219,63.112391930835734,3
154,0,1,75,66,69,4,0,0,70.0,214,61.67146974063401,3
155,0,1,71,76,75,6,0,1,74.0,228,65.70605187319885,3
156,0,1,75,75,61,0,0,0,70.33333333333333,211,60.80691642651297,3
157,0,1,75,62,75,2,0,0,70.66666666666667,214,61.67146974063401,3
158,0,1,75,62,75,2,0,0,70.66666666666667,214,61.67146974063401,3
159,0,1,75,62,75,2,0,0,70.66666666666667,214,61.67146974063401,3
160,0,1,75,71,67,9,0,0,71.0,222,63.976945244956774,3
161,0,1,75,76,64,16,0,0,71.66666666666667,231,66.57060518731988,3
162,0,1,75,70,74,0,0,0,73.0,219,63.112391930835734,3
163,0,1,75,70,74,0,0,0,73.0,219,63.112391930835734,3
164,0,1,75,70,74,0,0,0,73.0,219,63.112391930835734,3
165,0,1,75,70,73,0,0,0,72.66666666666667,218,62.824207492795395,3
166,0,1,79,69,72,2,0,0,73.33333333333333,222,63.976945244956774,3
167,0,1,77,68,72,0,0,0,72.33333333333333,217,62.53602305475504,3
168,0,1,77,66,74,7,0,0,72.33333333333333,224,64.55331412103746,2
169,0,1,73,70,74,2,0,0,72.33333333333333,219,63.112391930835734,3
170,0,1,71,77,60,6,0,0,69.33333333333333,214,61.67146974063401,3
171,0,1,79,70,74,9,0,0,74.33333333333333,232,66.85878962536023,2
172,0,1,79,70,74,9,0,1,74.33333333333333,232,66.85878962536023,2
173,0,1,73,65,74,6,0,0,70.66666666666667,218,62.824207492795395,3
174,0,1,75,72,74,7,0,0,73.66666666666667,228,65.70605187319885,2
175,0,1,73,68,69,0,0,0,70.0,210,60.51873198847262,3
176,0,1,73,68,71,0,0,0,70.66666666666667,212,61.09510086455331,3
177,0,1,75,62,64,0,0,0,67.0,201,57.925072046109506,3
178,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
179,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
180,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
181,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
182,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
183,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
184,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
185,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
186,0,1,79,69,71,0,0,0,73.0,219,63.112391930835734,3
187,0,1,75,76,74,4,0,0,75.0,229,65.99423631123919,3
188,0,1,75,77,75,5,0,0,75.66666666666667,232,66.85878962536023,3
189,0,1,75,74,65,0,0,0,71.33333333333333,214,61.67146974063401,3
190,0,1,79,64,67,0,0,0,70.0,210,60.51873198847262,3
191,0,1,73,69,74,0,0,0,72.0,216,62.2478386167147,3
192,0,1,78,66,72,0,0,0,72.0,216,62.2478386167147,3
193,0,1,77,65,66,9,0,0,69.33333333333333,217,62.53602305475504,3
194,0,1,75,69,71,0,0,0,71.66666666666667,215,61.95965417867435,3
195,0,1,75,69,71,0,0,0,71.66666666666667,215,61.95965417867435,3
196,0,1,75,69,70,0,0,0,71.33333333333333,214,61.67146974063401,3
197,0,1,75,70,66,9,0,0,70.33333333333333,220,63.40057636887608,3
198,0,1,75,70,66,9,0,0,70.33333333333333,220,63.40057636887608,3
199,0,1,79,67,74,19,0,0,73.33333333333333,239,68.87608069164266,2
200,0,1,79,67,77,1,0,0,74.33333333333333,224,64.55331412103746,2
201,0,1,75,75,62,0,0,0,70.66666666666667,212,61.09510086455331,3
202,0,1,75,75,63,0,0,0,71.0,213,61.38328530259366,3
203,0,1,76,66,74,9,0,0,72.0,225,64.84149855907782,2
204,0,1,77,68,74,4,0,0,73.0,223,64.26512968299711,3
205,0,1,77,69,70,2,0,0,72.0,218,62.824207492795395,3
206,0,1,77,69,71,2,0,0,72.33333333333333,219,63.112391930835734,3
207,0,1,79,68,67,5,0,0,71.33333333333333,219,63.112391930835734,3
208,0,1,76,66,74,6,0,0,72.0,222,63.976945244956774,3
209,0,1,75,69,72,9,0,0,72.0,225,64.84149855907782,3
210,0,1,79,62,73,1,0,0,71.33333333333333,215,61.95965417867435,3
211,0,1,75,69,69,9,0,0,71.0,222,63.976945244956774,3
212,0,1,76,67,65,0,0,0,69.33333333333333,208,59.94236311239193,3
213,0,1,75,75,70,2,0,0,73.33333333333333,222,63.976945244956774,3
214,0,1,79,64,64,0,0,0,69.0,207,59.654178674351584,3
215,0,1,77,74,73,9,0,0,74.66666666666667,233,67.14697406340058,2
216,0,1,79,74,72,9,0,0,75.0,234,67.43515850144092,2
217,0,1,72,66,73,6,0,0,70.33333333333333,217,62.53602305475504,3
218,0,1,73,77,63,5,0,0,71.0,218,62.824207492795395,3
219,0,1,75,74,67,0,0,0,72.0,216,62.2478386167147,3
220,0,1,74,68,71,0,0,0,71.0,213,61.38328530259366,3
221,0,1,74,68,71,0,0,0,71.0,213,61.38328530259366,3
222,0,1,71,76,75,7,0,0,74.0,229,65.99423631123919,3
223,0,1,74,67,70,0,0,0,70.33333333333333,211,60.80691642651297,3
224,0,1,75,71,62,0,0,0,69.33333333333333,208,59.94236311239193,3
225,0,1,77,66,69,9,0,0,70.66666666666667,221,63.68876080691642,3
226,0,1,77,67,75,0,0,0,73.0,219,63.112391930835734,3
227,0,1,77,65,75,0,0,0,72.33333333333333,217,62.53602305475504,3
228,0,1,77,66,75,0,0,0,72.66666666666667,218,62.824207492795395,3
229,0,1,78,67,75,0,0,0,73.33333333333333,220,63.40057636887608,3
230,0,1,75,72,63,0,0,0,70.0,210,60.51873198847262,3
231,0,1,78,66,71,9,0,0,71.66666666666667,224,64.55331412103746,2
232,0,1,77,68,76,0,0,0,73.66666666666667,221,63.68876080691642,3
233,0,1,78,68,74,5,0,0,73.33333333333333,225,64.84149855907782,2
234,0,1,79,77,73,0,0,0,76.33333333333333,229,65.99423631123919,3
235,0,1,77,69,67,0,0,0,71.0,213,61.38328530259366,3
236,0,1,75,77,58,0,0,0,70.0,210,60.51873198847262,3
237,0,1,73,71,74,2,0,0,72.66666666666667,220,63.40057636887608,3
238,0,1,77,69,66,9,0,0,70.66666666666667,221,63.68876080691642,3
239,0,1,79,74,73,0,0,0,75.33333333333333,226,65.12968299711815,3
240,0,1,71,66,74,9,0,0,70.33333333333333,220,63.40057636887608,3
241,0,1,71,66,73,9,0,0,70.0,219,63.112391930835734,3
242,0,1,71,66,74,9,0,0,70.33333333333333,220,63.40057636887608,3
243,0,1,76,76,66,9,0,0,72.66666666666667,227,65.4178674351585,3
244,0,1,75,71,73,0,0,0,73.0,219,63.112391930835734,3
245,0,1,75,71,74,0,0,0,73.33333333333333,220,63.40057636887608,3
246,0,1,75,71,74,0,0,0,73.33333333333333,220,63.40057636887608,3
247,0,1,73,68,75,2,0,0,72.0,218,62.824207492795395,3
248,0,1,75,79,59,9,0,0,71.0,222,63.976945244956774,3
249,0,1,74,77,63,0,0,0,71.33333333333333,214,61.67146974063401,3
250,0,1,74,76,62,0,0,0,70.66666666666667,212,61.09510086455331,3
251,0,1,74,77,63,0,0,0,71.33333333333333,214,61.67146974063401,3
252,0,1,75,75,63,3,0,0,71.0,216,62.2478386167147,3
253,0,1,77,66,74,5,0,0,72.33333333333333,222,63.976945244956774,3
254,0,1,77,66,74,5,0,0,72.33333333333333,222,63.976945244956774,3
255,0,1,73,77,66,0,0,0,72.0,216,62.2478386167147,3
256,0,1,78,66,72,9,0,0,72.0,225,64.84149855907782,2
257,0,1,75,72,74,0,0,0,73.66666666666667,221,63.68876080691642,3
258,0,1,75,72,74,0,0,0,73.66666666666667,221,63.68876080691642,3
259,0,1,75,72,73,0,0,0,73.33333333333333,220,63.40057636887608,3
260,0,1,75,72,74,0,0,0,73.66666666666667,221,63.68876080691642,3
261,0,1,75,72,74,0,0,0,73.66666666666667,221,63.68876080691642,3
262,0,1,75,72,74,0,0,0,73.66666666666667,221,63.68876080691642,3
263,0,1,75,72,73,0,0,0,73.33333333333333,220,63.40057636887608,3
264,0,1,75,74,77,0,0,0,75.33333333333333,226,65.12968299711815,3
265,0,1,75,71,75,9,0,0,73.66666666666667,230,66.28242074927954,2
266,0,1,75,69,75,0,0,0,73.0,219,63.112391930835734,3
267,0,1,77,69,63,0,0,0,69.66666666666667,209,60.23054755043228,3
268,0,1,75,63,75,0,0,0,71.0,213,61.38328530259366,3
269,0,1,77,68,77,0,0,0,74.0,222,63.976945244956774,3
270,0,1,73,69,71,2,0,0,71.0,215,61.95965417867435,3
271,0,1,77,69,74,7,0,0,73.33333333333333,227,65.4178674351585,2
272,0,1,77,69,74,7,0,0,73.33333333333333,227,65.4178674351585,2
273,0,1,72,77,64,7,0,0,71.0,220,63.40057636887608,3
274,0,1,74,69,73,0,0,0,72.0,216,62.2478386167147,3
275,0,1,74,69,73,0,0,0,72.0,216,62.2478386167147,3
276,0,1,74,69,73,0,0,0,72.0,216,62.2478386167147,3
277,0,1,74,69,74,0,0,0,72.33333333333333,217,62.53602305475504,3
278,0,1,74,69,74,0,0,0,72.33333333333333,217,62.53602305475504,3
279,0,1,79,72,59,9,0,0,70.0,219,63.112391930835734,3
280,0,1,75,63,68,0,0,0,68.66666666666667,206,59.36599423631124,3
281,0,1,79,64,70,9,0,0,71.0,222,63.976945244956774,3
282,0,1,72,68,74,7,0,0,71.33333333333333,221,63.68876080691642,3
283,0,1,72,67,74,7,0,0,71.0,220,63.40057636887608,3
284,0,1,79,70,66,9,0,0,71.66666666666667,224,64.55331412103746,3
285,0,1,72,66,74,9,0,0,70.66666666666667,221,63.68876080691642,3
286,0,1,72,66,74,9,0,0,70.66666666666667,221,63.68876080691642,3
287,0,1,72,66,74,9,0,0,70.66666666666667,221,63.68876080691642,3
288,0,1,72,66,74,9,0,0,70.66666666666667,221,63.68876080691642,3
289,0,1,72,66,73,9,0,0,70.33333333333333,220,63.40057636887608,3
290,0,1,74,66,59,7,0,0,66.33333333333333,206,59.36599423631124,3
291,0,1,73,77,66,12,0,0,72.0,228,65.70605187319885,3
292,0,1,74,79,74,9,0,0,75.66666666666667,236,68.01152737752162,2
293,0,1,76,74,73,9,0,0,74.33333333333333,232,66.85878962536023,2
294,0,1,76,74,74,9,0,0,74.66666666666667,233,67.14697406340058,2
295,0,1,73,66,74,4,0,0,71.0,217,62.53602305475504,3
296,0,1,75,75,74,4,0,0,74.66666666666667,228,65.70605187319885,3
297,0,1,79,69,72,1,0,0,73.33333333333333,221,63.68876080691642,3
298,0,1,76,66,74,4,0,0,72.0,220,63.40057636887608,3
299,0,1,75,80,64,9,0,0,73.0,228,65.70605187319885,3
300,0,1,75,80,64,9,0,0,73.0,228,65.70605187319885,3
301,0,1,79,76,66,10,0,0,73.66666666666667,231,66.57060518731988,2
302,0,1,73,67,76,2,0,0,72.0,218,62.824207492795395,3
303,0,1,71,76,66,9,0,0,71.0,222,63.976945244956774,3
304,0,1,76,76,62,7,0,0,71.33333333333333,221,63.68876080691642,3
305,0,1,78,77,66,6,0,0,73.66666666666667,227,65.4178674351585,3
306,0,1,77,69,68,0,0,0,71.33333333333333,214,61.67146974063401,3
307,0,1,71,67,74,4,0,0,70.66666666666667,216,62.2478386167147,3
308,0,1,75,64,74,5,0,0,71.0,218,62.824207492795395,3
309,0,1,79,69,72,0,0,0,73.33333333333333,220,63.40057636887608,3
310,0,1,79,69,72,0,0,0,73.33333333333333,220,63.40057636887608,3
311,0,1,79,69,72,0,0,0,73.33333333333333,220,63.40057636887608,3
312,0,1,79,69,72,0,0,0,73.33333333333333,220,63.40057636887608,3
313,0,1,79,69,72,0,0,0,73.33333333333333,220,63.40057636887608,3
314,0,1,79,70,74,7,0,0,74.33333333333333,230,66.28242074927954,2
315,0,1,71,77,65,7,0,0,71.0,220,63.40057636887608,3
316,0,1,73,77,77,4,0,0,75.66666666666667,231,66.57060518731988,3
317,0,1,76,68,70,0,0,0,71.33333333333333,214,61.67146974063401,3
318,0,1,76,68,69,0,0,0,71.0,213,61.38328530259366,3
319,0,1,76,68,69,0,0,0,71.0,213,61.38328530259366,3
320,0,1,76,66,70,0,0,0,70.66666666666667,212,61.09510086455331,3
321,0,1,76,66,69,0,0,0,70.33333333333333,211,60.80691642651297,3
322,0,1,76,66,70,0,0,0,70.66666666666667,212,61.09510086455331,3
323,0,1,69,67,73,6,0,0,69.66666666666667,215,61.95965417867435,3
324,0,1,75,74,69,0,0,0,72.66666666666667,218,62.824207492795395,3
325,0,1,75,74,71,0,0,0,73.33333333333333,220,63.40057636887608,3
326,0,1,75,73,73,0,0,0,73.66666666666667,221,63.68876080691642,3
327,0,1,75,73,73,0,0,0,73.66666666666667,221,63.68876080691642,3
328,0,1,75,73,73,0,0,0,73.66666666666667,221,63.68876080691642,3
329,0,1,75,73,74,0,0,0,74.0,222,63.976945244956774,3
330,0,1,75,74,64,4,0,0,71.0,217,62.53602305475504,3
331,0,1,74,69,70,2,0,0,71.0,215,61.95965417867435,3
332,0,1,73,67,64,4,0,0,68.0,208,59.94236311239193,3
333,0,1,77,65,71,6,0,0,71.0,219,63.112391930835734,3
334,0,1,73,74,63,0,0,0,70.0,210,60.51873198847262,3
335,0,1,77,68,67,4,0,0,70.66666666666667,216,62.2478386167147,3
336,0,1,77,68,67,4,0,0,70.66666666666667,216,62.2478386167147,3
337,0,1,75,71,65,0,0,0,70.33333333333333,211,60.80691642651297,3
338,0,1,78,68,67,4,0,0,71.0,217,62.53602305475504,3
339,0,1,77,69,70,9,0,0,72.0,225,64.84149855907782,3
340,0,1,77,69,70,9,0,0,72.0,225,64.84149855907782,3
341,0,1,79,76,67,0,0,0,74.0,222,63.976945244956774,3
342,0,1,78,64,74,9,0,0,72.0,225,64.84149855907782,2
343,0,1,73,77,59,4,0,0,69.66666666666667,213,61.38328530259366,3
344,0,1,74,68,72,0,0,0,71.33333333333333,214,61.67146974063401,3
345,0,1,74,66,72,0,0,0,70.66666666666667,212,61.09510086455331,3
346,0,1,75,75,74,19,0,0,74.66666666666667,243,70.02881844380403,2
347,0,1,76,64,74,0,0,0,71.33333333333333,214,61.67146974063401,3
348,0,1,77,69,72,2,0,0,72.66666666666667,220,63.40057636887608,3
349,0,1,74,72,63,9,0,0,69.66666666666667,218,62.824207492795395,3
350,0,1,76,68,73,5,0,0,72.33333333333333,222,63.976945244956774,3
351,0,1,72,66,74,4,0,0,70.66666666666667,216,62.2478386167147,3
352,0,1,72,65,74,4,0,0,70.33333333333333,215,61.95965417867435,3
353,0,1,72,66,74,4,0,0,70.66666666666667,216,62.2478386167147,3
354,0,1,72,65,74,4,0,0,70.33333333333333,215,61.95965417867435,3
355,0,1,77,69,70,1,0,0,72.0,217,62.53602305475504,3
356,0,1,75,74,63,5,0,0,70.66666666666667,217,62.53602305475504,3
357,0,1,73,77,59,0,0,0,69.66666666666667,209,60.23054755043228,3
358,0,1,73,77,59,0,0,0,69.66666666666667,209,60.23054755043228,3
359,0,1,79,69,76,0,0,0,74.66666666666667,224,64.55331412103746,2
360,0,1,79,69,76,0,0,0,74.66666666666667,224,64.55331412103746,2
361,0,1,73,70,74,0,0,0,72.33333333333333,217,62.53602305475504,3
362,0,1,73,70,74,0,0,0,72.33333333333333,217,62.53602305475504,3
363,0,1,73,70,74,0,0,0,72.33333333333333,217,62.53602305475504,3
364,0,1,72,68,74,4,0,0,71.33333333333333,218,62.824207492795395,3
365,0,1,71,77,66,7,0,0,71.33333333333333,221,63.68876080691642,3
366,0,1,75,76,58,4,0,0,69.66666666666667,213,61.38328530259366,3
367,0,1,76,67,70,0,0,0,71.0,213,61.38328530259366,3
368,0,1,76,67,69,0,0,0,70.66666666666667,212,61.09510086455331,3
369,0,1,76,67,71,0,0,0,71.33333333333333,214,61.67146974063401,3
370,0,1,76,67,70,0,0,0,71.0,213,61.38328530259366,3
371,0,1,76,69,74,0,0,0,73.0,219,63.112391930835734,3
372,0,1,76,69,73,0,0,0,72.66666666666667,218,62.824207492795395,3
373,0,1,76,69,73,0,0,0,72.66666666666667,218,62.824207492795395,3
374,0,1,75,70,69,9,0,0,71.33333333333333,223,64.26512968299711,3
375,0,1,77,69,71,0,0,0,72.33333333333333,217,62.53602305475504,3
